drug_id,protein_id,interaction,split
D00428,P00686,0,train
D00001,P00700,0,train
D00168,P00701,0,train
D00605,P00702,0,train
D00606,P00703,0,train
D00005,P00704,1,train
D00398,P00705,1,train
D00025,P00706,0,train
D00607,P00655,1,train
D00094,P00707,0,train
D00543,P00641,1,train
D00022,P00139,1,train
D00003,P00708,0,train
D00608,P00028,1,train
D00609,P00709,0,train
D00176,P00710,0,train
D00610,P00447,1,train
D00022,P00505,1,train
D00555,P00019,1,train
D00102,P00711,0,train
D00125,P00712,1,train
D00611,P00713,0,train
D00041,P00714,0,train
D00125,P00715,1,train
D00285,P00716,0,train
D00612,P00368,1,train
D00613,P00019,1,train
D00569,P00717,0,train
D00151,P00019,1,train
D00614,P00718,0,train
D00064,P00109,0,train
D00615,P00020,1,train
D00616,P00532,0,train
D00617,P00719,0,train
D00078,P00197,0,train
D00518,P00720,0,train
D00153,P00155,1,train
D00618,P00721,1,train
D00619,P00441,1,train
D00022,P00300,1,train
D00620,P00722,0,train
D00312,P00717,0,train
D00536,P00276,0,train
D00305,P00723,0,train
D00621,P00552,0,train
D00005,P00020,1,train
D00104,P00724,0,train
D00259,P00347,0,train
D00363,P00264,1,train
D00293,P00725,1,train
D00622,P00086,1,train
D00215,P00513,0,train
D00428,P00726,0,train
D00258,P00191,1,train
D00623,P00666,1,train
D00621,P00163,0,train
D00300,P00727,0,train
D00146,P00447,1,train
D00624,P00728,1,train
D00037,P00729,1,train
D00542,P00019,1,train
D00189,P00730,0,train
D00125,P00731,1,train
D00625,P00347,1,train
D00065,P00732,1,train
D00065,P00733,1,train
D00109,P00633,1,train
D00473,P00734,1,train
D00047,P00185,0,train
D00081,P00735,0,train
D00626,P00736,0,train
D00627,P00058,1,train
D00223,P00556,0,train
D00134,P00167,0,train
D00076,P00737,0,train
D00109,P00524,1,train
D00102,P00734,0,train
D00628,P00019,1,train
D00629,P00020,1,train
D00294,P00738,0,train
D00065,P00739,1,train
D00630,P00500,1,train
D00125,P00505,1,train
D00631,P00740,0,train
D00065,P00420,1,train
D00632,P00020,1,train
D00633,P00019,1,train
D00634,P00741,1,train
D00635,P00019,1,train
D00022,P00197,1,train
D00175,P00019,1,train
D00517,P00742,0,train
D00636,P00743,0,train
D00005,P00744,1,train
D00361,P00745,0,train
D00022,P00353,1,train
D00637,P00746,1,train
D00638,P00747,0,train
D00639,P00255,0,train
D00640,P00748,0,train
D00005,P00749,1,train
D00068,P00019,1,train
D00641,P00004,1,train
D00642,P00115,1,train
D00196,P00135,1,train
D00277,P00019,1,train
D00149,P00750,1,train
D00076,P00751,0,train
D00034,P00752,1,train
D00310,P00016,0,train
D00643,P00330,1,train
D00470,P00753,0,train
D00235,P00754,0,train
D00006,P00486,0,train
D00644,P00423,1,train
D00645,P00755,0,train
D00646,P00019,1,train
D00647,P00756,0,train
D00144,P00757,0,train
D00078,P00758,0,train
D00579,P00759,0,train
D00648,P00760,0,train
D00146,P00309,1,train
D00181,P00761,0,train
D00524,P00733,1,train
D00543,P00762,1,train
D00543,P00407,1,train
D00301,P00763,0,train
D00242,P00738,0,train
D00005,P00423,1,train
D00051,P00764,0,train
D00022,P00765,1,train
D00649,P00086,1,train
D00650,P00766,1,train
D00449,P00019,1,train
D00065,P00767,1,train
D00065,P00768,1,train
D00494,P00037,1,train
D00651,P00206,0,train
D00171,P00215,1,train
D00652,P00020,1,train
D00563,P00154,0,train
D00022,P00471,1,train
D00005,P00769,1,train
D00653,P00770,0,train
D00156,P00280,0,train
D00341,P00771,1,train
D00108,P00019,1,train
D00654,P00393,1,train
D00655,P00409,1,train
D00032,P00020,1,train
D00022,P00772,1,train
D00656,P00773,0,train
D00118,P00257,1,train
D00065,P00296,1,train
D00410,P00774,0,train
D00005,P00775,1,train
D00657,P00019,1,train
D00065,P00776,1,train
D00563,P00777,0,train
D00658,P00778,0,train
D00659,P00058,1,train
D00660,P00779,0,train
D00065,P00573,1,train
D00028,P00351,1,train
D00561,P00780,0,train
D00248,P00781,0,train
D00096,P00588,0,train
D00223,P00552,0,train
D00661,P00019,1,train
D00382,P00089,0,train
D00320,P00033,0,train
D00032,P00020,1,train
D00109,P00782,1,train
D00398,P00004,1,train
D00662,P00783,0,train
D00096,P00784,0,train
D00153,P00155,1,train
D00663,P00118,1,train
D00093,P00785,0,train
D00087,P00786,0,train
D00320,P00008,0,train
D00341,P00044,1,train
D00190,P00787,1,train
D00162,P00788,0,train
D00529,P00409,0,train
D00664,P00019,1,train
D00665,P00423,1,train
D00666,P00019,1,train
D00667,P00789,0,train
D00066,P00418,0,train
D00490,P00213,0,train
D00003,P00790,0,train
D00668,P00019,1,train
D00297,P00623,1,train
D00005,P00791,1,train
D00543,P00020,1,train
D00114,P00245,0,train
D00669,P00058,1,train
D00065,P00118,1,train
D00022,P00792,1,train
D00670,P00793,0,train
D00671,P00794,0,train
D00045,P00019,1,train
D00101,P00795,0,train
D00672,P00713,1,train
D00005,P00554,1,train
D00125,P00796,1,train
D00059,P00028,1,train
D00037,P00028,1,train
D00065,P00797,1,train
D00031,P00178,0,train
D00172,P00798,0,train
D00005,P00799,1,train
D00673,P00800,0,train
D00101,P00801,0,train
D00065,P00363,1,train
D00215,P00802,0,train
D00366,P00803,0,train
D00640,P00804,0,train
D00288,P00079,1,train
D00674,P00619,0,train
D00603,P00805,1,train
D00675,P00368,1,train
D00032,P00020,1,train
D00676,P00806,0,train
D00005,P00191,1,train
D00244,P00497,0,train
D00198,P00807,0,train
D00508,P00808,0,train
D00022,P00493,1,train
D00377,P00451,0,train
D00543,P00086,1,train
D00677,P00025,1,train
D00678,P00593,1,train
D00290,P00327,1,train
D00563,P00028,0,train
D00679,P00809,0,train
D00322,P00468,0,train
D00215,P00208,0,train
D00065,P00120,1,train
D00680,P00810,1,train
D00263,P00660,0,train
D00681,P00811,0,train
D00494,P00592,1,train
D00682,P00779,0,train
D00101,P00601,0,train
D00683,P00812,0,train
D00460,P00813,0,train
D00684,P00567,1,train
D00114,P00814,0,train
D00685,P00025,1,train
D00064,P00815,0,train
D00686,P00019,1,train
D00432,P00192,0,train
D00687,P00393,1,train
D00310,P00451,0,train
D00073,P00816,0,train
D00486,P00144,0,train
D00688,P00115,1,train
D00689,P00329,0,train
D00004,P00403,1,train
D00690,P00817,0,train
D00288,P00020,1,train
D00054,P00818,0,train
D00691,P00120,1,train
D00078,P00819,0,train
D00094,P00751,0,train
D00005,P00249,1,train
D00102,P00538,0,train
D00564,P00600,0,train
D00372,P00493,1,train
D00692,P00020,1,train
D00125,P00571,1,train
D00113,P00820,0,train
D00193,P00114,1,train
D00268,P00019,1,train
D00682,P00724,0,train
D00025,P00148,0,train
D00065,P00821,1,train
D00051,P00822,0,train
D00005,P00823,1,train
D00078,P00462,0,train
D00188,P00709,0,train
D00389,P00019,1,train
D00432,P00824,0,train
D00693,P00020,1,train
D00101,P00825,0,train
D00694,P00702,0,train
D00695,P00826,0,train
D00125,P00827,1,train
D00696,P00828,0,train
D00172,P00829,0,train
D00153,P00155,1,train
D00102,P00830,0,train
D00697,P00768,0,train
D00078,P00025,0,train
D00698,P00020,1,train
D00003,P00831,0,train
D00699,P00563,0,train
D00398,P00832,1,train
D00700,P00833,0,train
D00005,P00834,1,train
D00701,P00200,1,train
D00005,P00327,1,train
D00230,P00835,0,train
D00065,P00178,1,train
D00031,P00078,0,train
D00702,P00154,0,train
D00233,P00170,0,train
D00208,P00821,0,train
D00703,P00836,0,train
D00300,P00837,0,train
D00704,P00074,0,train
D00705,P00004,1,train
D00706,P00055,0,train
D00108,P00019,1,train
D00022,P00838,1,train
D00707,P00839,0,train
D00708,P00218,0,train
D00027,P00044,1,train
D00027,P00239,1,train
D00343,P00840,0,train
D00169,P00390,1,train
D00709,P00370,0,train
D00710,P00841,0,train
D00181,P00554,0,train
D00686,P00019,1,train
D00711,P00129,0,train
D00242,P00619,0,train
D00712,P00072,1,train
D00362,P00842,0,train
D00101,P00843,0,train
D00271,P00786,0,train
D00713,P00272,0,train
D00172,P00844,0,train
D00005,P00061,1,train
D00714,P00019,1,train
D00176,P00845,0,train
D00715,P00152,1,train
D00440,P00329,0,train
D00716,P00387,1,train
D00717,P00846,0,train
D00581,P00847,1,train
D00494,P00554,1,train
D00050,P00848,0,train
D00718,P00646,0,train
D00105,P00527,0,train
D00022,P00849,1,train
D00618,P00721,1,train
D00065,P00719,1,train
D00719,P00020,1,train
D00720,P00118,1,train
D00721,P00019,1,train
D00022,P00750,1,train
D00525,P00019,1,train
D00276,P00019,1,train
D00154,P00850,0,train
D00005,P00851,1,train
D00722,P00019,1,train
D00625,P00852,1,train
D00022,P00719,1,train
D00047,P00055,0,train
D00723,P00004,1,train
D00162,P00790,0,train
D00724,P00020,1,train
D00494,P00467,1,train
D00473,P00186,1,train
D00190,P00641,1,train
D00555,P00019,1,train
D00725,P00020,1,train
D00726,P00853,0,train
D00258,P00020,1,train
D00078,P00854,0,train
D00727,P00855,1,train
D00728,P00019,1,train
D00020,P00020,1,train
D00681,P00285,0,train
D00729,P00856,0,train
D00730,P00857,0,train
D00065,P00858,1,train
D00339,P00859,0,train
D00105,P00784,0,train
D00005,P00825,1,train
D00015,P00860,0,train
D00508,P00134,0,train
D00020,P00020,1,train
D00065,P00309,1,train
D00422,P00490,1,train
D00144,P00451,0,train
D00679,P00185,0,train
D00731,P00861,0,train
D00494,P00862,1,train
D00216,P00863,0,train
D00732,P00864,0,train
D00733,P00865,0,train
D00183,P00866,0,train
D00014,P00867,1,train
D00385,P00868,0,train
D00125,P00478,1,train
D00734,P00593,1,train
D00735,P00869,0,train
D00318,P00019,1,train
D00186,P00104,0,train
D00004,P00524,1,train
D00714,P00135,1,train
D00028,P00020,1,train
D00290,P00701,0,train
D00682,P00218,0,train
D00736,P00870,0,train
D00022,P00020,1,train
D00076,P00871,0,train
D00416,P00872,1,train
D00682,P00873,0,train
D00022,P00874,1,train
D00125,P00178,1,train
D00737,P00020,1,train
D00166,P00875,1,train
D00738,P00019,0,train
D00161,P00876,0,train
D00739,P00020,1,train
D00005,P00623,1,train
D00446,P00503,0,train
D00740,P00020,1,train
D00065,P00118,1,train
D00171,P00877,1,train
D00180,P00783,1,train
D00330,P00788,0,train
D00005,P00878,1,train
D00741,P00879,0,train
D00742,P00880,1,train
D00743,P00046,0,train
D00320,P00881,0,train
D00744,P00020,1,train
D00366,P00376,0,train
D00745,P00113,1,train
D00005,P00113,1,train
D00589,P00020,1,train
D00682,P00882,0,train
D00746,P00763,0,train
D00747,P00393,1,train
D00164,P00312,0,train
D00748,P00004,1,train
D00400,P00883,0,train
D00258,P00524,1,train
D00142,P00684,0,train
D00749,P00004,1,train
D00750,P00118,1,train
D00144,P00016,0,train
D00594,P00719,0,train
D00102,P00831,0,train
D00005,P00592,1,train
D00751,P00884,0,train
D00738,P00806,0,train
D00005,P00885,1,train
D00005,P00831,1,train
D00372,P00886,1,train
D00752,P00239,1,train
D00681,P00231,0,train
D00022,P00887,1,train
D00090,P00888,0,train
D00753,P00889,1,train
D00519,P00052,0,train
D00183,P00890,0,train
D00187,P00534,0,train
D00124,P00539,0,train
D00438,P00351,1,train
D00425,P00891,0,train
D00161,P00892,0,train
D00362,P00893,0,train
D00754,P00179,0,train
D00125,P00020,1,train
D00332,P00113,1,train
D00755,P00894,0,train
D00756,P00019,1,train
D00517,P00808,0,train
D00005,P00020,1,train
D00031,P00227,0,train
D00096,P00884,0,train
D00757,P00548,1,train
D00065,P00895,1,train
D00022,P00571,1,train
D00758,P00020,1,train
D00230,P00896,0,train
D00759,P00118,1,train
D00760,P00897,0,train
D00114,P00898,0,train
D00761,P00118,1,train
D00289,P00019,1,train
D00398,P00899,1,train
D00244,P00067,0,train
D00032,P00020,1,train
D00014,P00115,1,train
D00608,P00028,1,train
D00065,P00113,1,train
D00181,P00509,0,train
D00762,P00120,1,train
D00073,P00900,0,train
D00149,P00005,1,train
D00544,P00901,1,train
D00495,P00780,0,train
D00728,P00019,1,train
D00114,P00614,0,train
D00005,P00872,1,train
D00021,P00887,0,train
D00763,P00902,0,train
D00096,P00903,0,train
D00764,P00231,0,train
D00065,P00904,1,train
D00752,P00044,1,train
D00112,P00020,1,train
D00765,P00905,1,train
D00478,P00884,0,train
D00262,P00906,0,train
D00517,P00841,0,train
D00508,P00477,0,train
D00766,P00120,1,train
D00038,P00907,0,train
D00282,P00908,0,train
D00490,P00909,0,train
D00767,P00395,1,train
D00721,P00135,1,train
D00574,P00910,0,train
D00274,P00083,1,train
D00768,P00034,1,train
D00223,P00911,0,train
D00022,P00004,1,train
D00171,P00912,1,train
D00069,P00370,0,train
D00275,P00520,0,train
D00769,P00607,0,train
D00149,P00913,1,train
D00125,P00889,1,train
D00005,P00914,1,train
D00770,P00147,0,train
D00301,P00517,0,train
D00363,P00615,1,train
D00265,P00405,0,train
D00065,P00915,1,train
D00494,P00916,1,train
D00022,P00687,1,train
D00189,P00917,0,train
D00771,P00099,0,train
D00065,P00086,1,train
D00772,P00247,0,train
D00452,P00384,0,train
D00258,P00524,1,train
D00773,P00640,0,train
D00774,P00853,1,train
D00022,P00918,1,train
D00452,P00887,0,train
D00049,P00114,0,train
D00197,P00182,1,train
D00135,P00139,1,train
D00172,P00452,0,train
D00083,P00019,1,train
D00349,P00919,0,train
D00337,P00200,0,train
D00259,P00920,0,train
D00172,P00921,0,train
D00224,P00449,0,train
D00775,P00140,0,train
D00776,P00922,0,train
D00274,P00640,1,train
D00004,P00493,1,train
D00569,P00923,0,train
D00363,P00924,1,train
D00013,P00013,1,train
D00732,P00925,0,train
D00022,P00926,1,train
D00466,P00520,0,train
D00700,P00927,0,train
D00022,P00080,1,train
D00777,P00928,0,train
D00621,P00382,0,train
D00778,P00929,0,train
D00242,P00836,0,train
D00069,P00930,0,train
D00779,P00698,1,train
D00780,P00335,0,train
D00120,P00120,1,train
D00363,P00931,1,train
D00303,P00019,1,train
D00383,P00020,1,train
D00138,P00834,0,train
D00220,P00932,1,train
D00781,P00650,0,train
D00386,P00263,1,train
D00071,P00379,0,train
D00781,P00511,0,train
D00782,P00874,1,train
D00065,P00899,1,train
D00383,P00043,1,train
D00446,P00254,0,train
D00070,P00279,0,train
D00041,P00675,0,train
D00783,P00135,1,train
D00020,P00020,1,train
D00529,P00933,0,train
D00784,P00934,1,train
D00376,P00935,1,train
D00785,P00753,0,train
D00342,P00936,0,train
D00038,P00893,0,train
D00743,P00937,0,train
D00005,P00192,1,train
D00276,P00019,1,train
D00432,P00730,0,train
D00786,P00503,1,train
D00258,P00834,1,train
D00787,P00938,0,train
D00742,P00020,1,train
D00788,P00925,0,train
D00789,P00390,1,train
D00751,P00939,0,train
D00093,P00436,0,train
D00022,P00940,1,train
D00790,P00052,0,train
D00215,P00941,0,train
D00096,P00197,0,train
D00045,P00019,1,train
D00791,P00942,0,train
D00776,P00513,0,train
D00022,P00943,1,train
D00792,P00072,1,train
D00262,P00944,0,train
D00418,P00335,0,train
D00793,P00020,1,train
D00051,P00102,0,train
D00363,P00945,1,train
D00794,P00946,0,train
D00795,P00058,1,train
D00014,P00049,1,train
D00756,P00019,1,train
D00022,P00024,1,train
D00796,P00722,0,train
D00544,P00947,1,train
D00797,P00948,0,train
D00027,P00044,1,train
D00798,P00019,1,train
D00682,P00949,0,train
D00799,P00330,1,train
D00025,P00300,0,train
D00785,P00518,0,train
D00800,P00848,0,train
D00005,P00351,1,train
D00065,P00507,1,train
D00534,P00568,0,train
D00725,P00020,1,train
D00065,P00296,1,train
D00005,P00044,1,train
D00478,P00548,0,train
D00801,P00352,0,train
D00017,P00245,1,train
D00749,P00004,1,train
D00793,P00020,1,train
D00699,P00950,0,train
D00802,P00004,1,train
D00005,P00020,1,train
D00390,P00019,1,train
D00181,P00951,0,train
D00803,P00272,0,train
D00323,P00952,0,train
D00372,P00953,1,train
D00025,P00585,0,train
D00564,P00954,0,train
D00079,P00437,1,train
D00804,P00057,1,train
D00805,P00306,0,train
D00033,P00161,0,train
D00073,P00574,0,train
D00345,P00737,0,train
D00022,P00086,1,train
D00806,P00330,1,train
D00042,P00955,0,train
D00807,P00934,1,train
D00139,P00057,0,train
D00808,P00429,0,train
D00809,P00956,0,train
D00192,P00368,1,train
D00343,P00957,0,train
D00523,P00451,0,train
D00076,P00803,0,train
D00118,P00020,1,train
D00031,P00488,0,train
D00810,P00613,0,train
D00022,P00958,1,train
D00567,P00959,0,train
D00025,P00960,0,train
D00345,P00098,0,train
D00183,P00961,0,train
D00811,P00261,0,train
D00267,P00946,0,train
D00812,P00962,0,train
D00813,P00368,1,train
D00742,P00257,1,train
D00022,P00286,1,train
D00814,P00534,1,train
D00432,P00539,0,train
D00815,P00963,0,train
D00172,P00616,0,train
D00741,P00118,1,train
D00341,P00414,1,train
D00816,P00033,0,train
D00817,P00964,1,train
D00250,P00078,0,train
D00022,P00049,1,train
D00065,P00965,1,train
D00535,P00763,0,train
D00818,P00569,1,train
D00198,P00966,0,train
D00819,P00019,1,train
D00534,P00967,0,train
D00005,P00496,1,train
D00418,P00938,0,train
D00005,P00173,1,train
D00025,P00968,0,train
D00820,P00019,1,train
D00372,P00609,1,train
D00093,P00969,0,train
D00821,P00008,0,train
D00822,P00970,0,train
D00022,P00368,1,train
D00125,P00020,1,train
D00823,P00025,1,train
D00824,P00160,1,train
D00042,P00020,1,train
D00825,P00971,0,train
D00022,P00972,1,train
D00005,P00973,1,train
D00100,P00135,1,train
D00041,P00754,0,train
D00022,P00974,1,train
D00225,P00020,1,train
D00037,P00261,1,train
D00171,P00975,1,train
D00005,P00946,1,train
D00231,P00041,1,train
D00525,P00019,1,train
D00764,P00976,0,train
D00070,P00539,0,train
D00065,P00118,1,train
D00826,P00543,0,train
D00827,P00977,1,train
D00447,P00019,1,train
D00066,P00221,0,train
D00005,P00978,1,train
D00828,P00979,0,train
D00005,P00980,1,train
D00161,P00967,0,train
D00603,P00981,1,train
D00244,P00777,0,train
D00242,P00982,0,train
D00829,P00983,1,train
D00065,P00029,1,train
D00216,P00984,0,train
D00208,P00985,0,train
D00830,P00194,0,train
D00831,P00654,0,train
D00832,P00986,0,train
D00005,P00987,1,train
D00432,P00988,0,train
D00833,P00200,1,train
D00005,P00435,1,train
D00834,P00894,0,train
D00835,P00989,1,train
D00836,P00969,0,train
D00837,P00609,1,train
D00838,P00877,0,train
D00839,P00020,1,train
D00441,P00306,0,train
D00005,P00990,1,train
D00676,P00991,0,train
D00005,P00571,1,train
D00840,P00152,1,train
D00332,P00249,1,train
D00841,P00607,1,train
D00842,P00086,1,train
D00843,P00052,0,train
D00281,P00137,0,train
D00078,P00992,0,train
D00508,P00518,0,train
D00022,P00973,1,train
D00844,P00213,0,train
D00743,P00993,0,train
D00250,P00860,0,train
D00041,P00059,0,train
D00845,P00994,0,train
D00022,P00995,1,train
D00151,P00058,1,train
D00830,P00052,0,train
D00846,P00370,0,train
D00230,P00996,0,train
D00677,P00025,1,train
D00110,P00844,0,train
D00065,P00560,1,train
D00493,P00434,0,train
D00269,P00997,0,train
D00491,P00763,0,train
D00022,P00998,1,train
D00354,P00390,1,train
D00065,P00999,1,train
D00025,P00528,0,train
D00181,P00003,0,train
D00847,P01000,0,train
D00745,P01001,1,train
D00017,P00445,1,train
D00013,P00805,1,train
D00786,P00004,1,train
D00517,P01002,0,train
D00022,P00143,1,train
D00172,P01003,0,train
D00718,P01004,0,train
D00848,P01005,0,train
D00259,P01006,0,train
D00849,P00072,1,train
D00850,P00781,0,train
D00003,P01007,0,train
D00054,P00940,0,train
D00851,P00025,1,train
D00022,P01008,1,train
D00028,P00020,1,train
D00407,P00227,0,train
D00569,P00411,0,train
D00852,P00019,1,train
D00410,P00860,0,train
D00372,P00872,1,train
D00065,P01009,1,train
D00853,P00227,0,train
D00101,P00194,0,train
D00854,P00152,1,train
D00101,P01010,0,train
D00494,P01011,1,train
D00022,P00500,1,train
D00855,P00251,0,train
D00803,P00979,0,train
D00013,P00020,1,train
D00019,P00019,1,train
D00109,P00895,1,train
D00004,P00004,1,train
D00398,P00283,1,train
D00005,P00020,1,train
D00065,P01012,1,train
D00856,P00120,1,train
D00294,P01013,0,train
D00238,P00118,1,train
D00857,P00721,1,train
D00005,P01014,1,train
D00041,P00171,0,train
D00569,P01015,0,train
D00073,P01016,0,train
D00172,P00841,0,train
D00078,P00529,0,train
D00858,P01017,0,train
D00571,P00020,1,train
D00199,P00962,0,train
D00123,P01018,0,train
D00265,P01019,0,train
D00030,P00034,0,train
D00194,P00285,0,train
D00859,P00019,1,train
D00516,P00186,1,train
D00860,P00467,1,train
D00299,P01020,0,train
D00065,P00296,1,train
D00376,P00935,1,train
D00861,P01021,0,train
D00025,P00228,0,train
D00862,P00983,1,train
D00230,P00213,0,train
D00726,P00826,0,train
D00102,P01022,0,train
D00152,P00019,1,train
D00863,P00152,1,train
D00494,P00628,1,train
D00864,P00368,1,train
D00244,P00831,0,train
D00865,P00019,1,train
D00853,P01023,0,train
D00603,P00020,1,train
D00509,P00019,1,train
D00142,P00719,0,train
D00251,P01024,0,train
D00028,P00020,1,train
D00122,P00297,0,train
D00022,P00049,1,train
D00830,P01025,0,train
D00288,P01014,1,train
D00088,P00762,0,train
D00208,P01026,0,train
D00172,P01004,0,train
D00432,P00894,0,train
D00372,P01024,1,train
D00115,P00020,1,train
D00022,P00531,1,train
D00866,P01027,0,train
D00082,P00394,0,train
D00059,P01028,1,train
D00372,P01029,1,train
D00867,P00405,0,train
D00438,P00223,1,train
D00441,P00496,0,train
D00144,P01030,0,train
D00561,P00910,0,train
D00868,P01003,0,train
D00005,P00113,1,train
D00492,P00649,1,train
D00244,P01031,0,train
D00753,P00290,1,train
D00266,P01032,0,train
D00230,P01033,0,train
D00262,P00520,0,train
D00172,P00742,0,train
D00869,P01034,0,train
D00437,P00534,1,train
D00444,P01035,1,train
D00172,P00045,0,train
D00870,P00020,1,train
D00494,P00623,1,train
D00871,P00019,1,train
D00217,P00273,0,train
D00872,P00205,0,train
D00704,P00964,0,train
D00873,P00305,0,train
D00363,P00264,1,train
D00051,P01036,0,train
D00363,P00931,1,train
D00534,P00104,0,train
D00874,P00593,1,train
D00022,P00855,1,train
D00105,P01037,0,train
D00875,P00118,1,train
D00682,P00067,0,train
D00876,P01038,0,train
D00109,P00503,1,train
D00258,P00524,1,train
D00005,P00765,1,train
D00827,P00195,1,train
D00101,P01039,0,train
D00839,P00020,1,train
D00171,P00387,1,train
D00323,P00669,0,train
D00428,P01040,0,train
D00073,P00836,0,train
D00877,P00979,0,train
D00035,P00676,0,train
D00005,P01041,1,train
D00529,P00076,0,train
D00005,P00354,1,train
D00508,P01042,0,train
D00767,P00395,1,train
D00878,P00213,0,train
D00803,P01043,0,train
D00149,P00767,1,train
D00330,P00818,0,train
D00879,P01044,0,train
D00880,P00020,1,train
D00177,P00020,1,train
D00096,P01045,0,train
D00881,P00670,0,train
D00882,P00277,0,train
D00022,P01046,1,train
D00125,P01047,1,train
D00003,P01031,0,train
D00163,P00595,0,train
D00125,P00393,1,train
D00315,P01048,1,train
D00883,P00511,0,train
D00884,P01049,0,train
D00382,P00231,0,train
D00366,P00618,0,train
D00621,P00011,0,train
D00885,P01050,0,train
D00045,P00019,1,train
D00886,P00020,1,train
D00887,P00015,0,train
D00307,P00020,1,train
D00267,P00848,0,train
D00534,P00726,0,train
D00888,P00029,1,train
D00889,P00019,1,train
D00065,P01051,1,train
D00890,P00979,0,train
D00891,P00666,1,train
D00582,P00020,1,train
D00892,P01052,0,train
D00299,P00928,0,train
D00410,P00511,0,train
D00065,P01053,1,train
D00022,P01054,1,train
D00893,P01055,0,train
D00005,P01001,1,train
D00625,P00794,1,train
D00005,P00061,1,train
D00894,P01056,0,train
D00022,P00420,1,train
D00106,P00019,1,train
D00895,P00694,1,train
D00044,P00486,0,train
D00896,P00072,1,train
D00005,P00152,1,train
D00022,P00442,1,train
D00897,P00467,1,train
D00411,P00020,1,train
D00527,P01057,0,train
D00685,P00025,1,train
D00345,P01058,0,train
D00005,P01059,1,train
D00534,P01060,0,train
D00005,P01061,1,train
D00555,P00215,1,train
D00799,P00160,1,train
D00065,P00239,1,train
D00225,P00241,1,train
D00149,P00020,1,train
D00078,P00129,0,train
D00125,P00020,1,train
D00337,P01062,0,train
D00109,P00086,1,train
D00825,P01063,0,train
D00022,P01064,1,train
D00898,P00058,1,train
D00899,P00208,0,train
D00041,P01065,0,train
D00005,P01051,1,train
D00575,P00091,0,train
D00900,P00019,1,train
D00642,P00020,1,train
D00199,P00197,0,train
D00065,P01066,1,train
D00901,P00019,1,train
D00902,P00135,1,train
D00473,P00929,1,train
D00903,P01067,1,train
D00904,P00114,1,train
D00335,P00113,1,train
D00764,P00811,0,train
D00905,P00746,1,train
D00042,P01068,0,train
D00906,P00626,0,train
D00005,P01069,1,train
D00907,P00020,1,train
D00003,P00037,0,train
D00065,P00118,1,train
D00478,P01070,0,train
D00144,P00984,0,train
D00908,P00071,0,train
D00032,P00020,1,train
D00065,P00053,1,train
D00276,P00019,1,train
D00011,P00421,0,train
D00909,P01071,0,train
D00003,P01072,0,train
D00910,P00020,1,train
D00911,P00019,1,train
D00912,P00945,0,train
D00065,P00723,1,train
D00913,P01073,0,train
D00326,P00976,0,train
D00589,P00020,1,train
D00914,P01074,0,train
D00172,P00047,0,train
D00223,P00497,0,train
D00054,P00129,0,train
D00915,P00034,1,train
D00508,P00018,0,train
D00005,P01075,1,train
D00330,P00033,0,train
D00073,P01076,0,train
D00412,P00633,1,train
D00005,P00061,1,train
D00006,P00890,0,train
D00410,P01077,0,train
D00135,P00633,1,train
D00300,P00636,0,train
D00025,P01078,0,train
D00161,P00846,0,train
D00564,P00686,0,train
D00032,P00166,1,train
D00065,P01079,1,train
D00916,P01080,0,train
D00500,P00714,0,train
D00028,P00020,1,train
D00022,P01078,1,train
D00210,P00243,1,train
D00119,P00020,1,train
D00494,P00019,1,train
D00568,P01081,0,train
D00022,P01082,1,train
D00906,P00008,0,train
D00135,P01083,1,train
D00917,P00020,1,train
D00517,P00455,0,train
D00230,P00976,0,train
D00918,P00777,0,train
D00624,P00705,1,train
D00005,P01084,1,train
D00682,P00144,0,train
D00250,P00016,0,train
D00022,P01022,1,train
D00343,P01085,0,train
D00567,P00119,0,train
D00142,P00399,0,train
D00770,P01086,0,train
D00216,P01087,0,train
D00172,P01088,0,train
D00215,P00047,0,train
D00510,P01089,0,train
D00406,P00044,1,train
D00885,P01090,0,train
D00022,P01091,1,train
D00919,P00020,1,train
D00177,P00020,1,train
D00563,P01092,0,train
D00022,P00233,1,train
D00294,P00982,0,train
D00161,P00104,0,train
D00735,P00170,0,train
D00078,P00848,0,train
D00347,P00115,1,train
D00181,P00784,0,train
D00803,P00213,0,train
D00920,P00118,1,train
D00921,P00020,1,train
D00527,P00277,0,train
D00581,P01093,0,train
D00343,P01094,0,train
D00022,P00199,1,train
D00188,P00635,0,train
D00636,P01095,0,train
D00505,P00539,1,train
D00922,P01096,0,train
D00182,P00656,1,train
D00217,P00784,0,train
D00054,P00449,0,train
D00208,P01097,0,train
D00923,P00166,1,train
D00005,P00020,1,train
D00071,P00644,0,train
D00102,P00218,0,train
D00239,P00336,0,train
D00054,P01098,0,train
D00924,P00385,0,train
D00925,P00979,0,train
D00926,P00713,0,train
D00065,P01099,1,train
D00927,P00020,1,train
D00234,P00058,1,train
D00928,P01100,0,train
D00022,P00319,1,train
D00929,P01101,1,train
D00773,P01102,0,train
D00930,P00605,0,train
D00069,P00344,0,train
D00845,P00132,0,train
D00225,P00518,1,train
D00931,P00072,1,train
D00125,P00990,1,train
D00096,P00650,0,train
D00932,P01103,1,train
D00360,P00355,0,train
D00201,P01104,0,train
D00063,P00020,1,train
D00022,P00695,1,train
D00124,P00594,0,train
