drug_id,protein_id,interaction,split
D03478,P03478,3477.0,train
D03479,P03479,3478.0,train
D03480,P03480,3479.0,train
D03481,P03481,3480.0,train
D03482,P03482,3481.0,train
D03483,P03483,3482.0,train
D03484,P03484,3483.0,train
D03485,P03485,3484.0,train
D03486,P03486,3485.0,train
D03487,P03487,3486.0,train
D03488,P03488,3487.0,train
D03489,P03489,3488.0,train
D03490,P03490,3489.0,train
D03491,P03491,3490.0,train
D03492,P03492,3491.0,train
D03493,P03493,3492.0,train
D03494,P03494,3493.0,train
D03495,P03495,3494.0,train
D03496,P03496,3495.0,train
D03497,P03497,3496.0,train
D03498,P03498,3497.0,train
D03499,P03499,3498.0,train
D03500,P03500,3499.0,train
D03501,P03501,3500.0,train
D03502,P03502,3501.0,train
D03503,P03503,3502.0,train
D03504,P03504,3503.0,train
D03505,P03505,3504.0,train
D03506,P03506,3505.0,train
D03507,P03507,3506.0,train
D03508,P03508,3507.0,train
D03509,P03509,3508.0,train
D03510,P03510,3509.0,train
D03511,P03511,3510.0,train
D03512,P03512,3511.0,train
D03513,P03513,3512.0,train
D03514,P03514,3513.0,train
D03515,P03515,3514.0,train
D03516,P03516,3515.0,train
D03517,P03517,3516.0,train
D03518,P03518,3517.0,train
D03519,P03519,3518.0,train
D03520,P03520,3519.0,train
D03521,P03521,3520.0,train
D03522,P03522,3521.0,train
D03523,P03523,3522.0,train
D03524,P03524,3523.0,train
D03525,P03525,3524.0,train
D03526,P03526,3525.0,train
D03527,P03527,3526.0,train
D03528,P03528,3527.0,train
D03529,P03529,3528.0,train
D03530,P03530,3529.0,train
D03531,P03531,3530.0,train
D03532,P03532,3531.0,train
D03533,P03533,3532.0,train
D03534,P03534,3533.0,train
D03535,P03535,3534.0,train
D03536,P03536,3535.0,train
D03537,P03537,3536.0,train
D03538,P03538,3537.0,train
D03539,P03539,3538.0,train
D03540,P03540,3539.0,train
D03541,P03541,3540.0,train
D03542,P03542,3541.0,train
D03543,P03543,3542.0,train
D03544,P03544,3543.0,train
D03545,P03545,3544.0,train
D03546,P03546,3545.0,train
D03547,P03547,3546.0,train
D03548,P03548,3547.0,train
D03549,P03549,3548.0,train
D03550,P03550,3549.0,train
D03551,P03551,3550.0,train
D03552,P03552,3551.0,train
D03553,P03553,3552.0,train
D03554,P03554,3553.0,train
D03555,P03555,3554.0,train
D03556,P03556,3555.0,train
D03557,P03557,3556.0,train
D03558,P03558,3557.0,train
D03559,P03559,3558.0,train
D03560,P03560,3559.0,train
D03561,P03561,3560.0,train
D03562,P03562,3561.0,train
D03563,P03563,3562.0,train
D03564,P03564,3563.0,train
D03565,P03565,3564.0,train
D03566,P03566,3565.0,train
D03567,P03567,3566.0,train
D03568,P03568,3567.0,train
D03569,P03569,3568.0,train
D03570,P03570,3569.0,train
D03571,P03571,3570.0,train
D03572,P03572,3571.0,train
D03573,P03573,3572.0,train
D03574,P03574,3573.0,train
D03575,P03575,3574.0,train
D03576,P03576,3575.0,train
D03577,P03577,3576.0,train
D03578,P03578,3577.0,train
D03579,P03579,3578.0,train
D03580,P03580,3579.0,train
D03581,P03581,3580.0,train
D03582,P03582,3581.0,train
D03583,P03583,3582.0,train
D03584,P03584,3583.0,train
D03585,P03585,3584.0,train
D03586,P03586,3585.0,train
D03587,P03587,3586.0,train
D03588,P03588,3587.0,train
D03589,P03589,3588.0,train
D03590,P03590,3589.0,train
D03591,P03591,3590.0,train
D03592,P03592,3591.0,train
D03593,P03593,3592.0,train
D03594,P03594,3593.0,train
D03595,P03595,3594.0,train
D03596,P03596,3595.0,train
D03597,P03597,3596.0,train
D03598,P03598,3597.0,train
D03599,P03599,3598.0,train
D03600,P03600,3599.0,train
D03601,P03601,3600.0,train
D03602,P03602,3601.0,train
D03603,P03603,3602.0,train
D03604,P03604,3603.0,train
D03605,P03605,3604.0,train
D03606,P03606,3605.0,train
D03607,P03607,3606.0,train
D03608,P03608,3607.0,train
D03609,P03609,3608.0,train
D03610,P03610,3609.0,train
D03611,P03611,3610.0,train
D03612,P03612,3611.0,train
D03613,P03613,3612.0,train
D03614,P03614,3613.0,train
D03615,P03615,3614.0,train
D03616,P03616,3615.0,train
D03617,P03617,3616.0,train
D03618,P03618,3617.0,train
D03619,P03619,3618.0,train
D03620,P03620,3619.0,train
D03621,P03621,3620.0,train
D03622,P03622,3621.0,train
D03623,P03623,3622.0,train
D03624,P03624,3623.0,train
D03625,P03625,3624.0,train
D03626,P03626,3625.0,train
D03627,P03627,3626.0,train
D03628,P03628,3627.0,train
D03629,P03629,3628.0,train
D03630,P03630,3629.0,train
D03631,P03631,3630.0,train
D03632,P03632,3631.0,train
D03633,P03633,3632.0,train
D03634,P03634,3633.0,train
D03635,P03635,3634.0,train
D03636,P03636,3635.0,train
D03637,P03637,3636.0,train
D03638,P03638,3637.0,train
D03639,P03639,3638.0,train
D03640,P03640,3639.0,train
D03641,P03641,3640.0,train
D03642,P03642,3641.0,train
D03643,P03643,3642.0,train
D03644,P03644,3643.0,train
D03645,P03645,3644.0,train
D03646,P03646,3645.0,train
D03647,P03647,3646.0,train
D03648,P03648,3647.0,train
D03649,P03649,3648.0,train
D03650,P03650,3649.0,train
D03651,P03651,3650.0,train
D03652,P03652,3651.0,train
D03653,P03653,3652.0,train
D03654,P03654,3653.0,train
D03655,P03655,3654.0,train
D03656,P03656,3655.0,train
D03657,P03657,3656.0,train
D03658,P03658,3657.0,train
D03659,P03659,3658.0,train
D03660,P03660,3659.0,train
D03661,P03661,3660.0,train
D03662,P03662,3661.0,train
D03663,P03663,3662.0,train
D03664,P03664,3663.0,train
D03665,P03665,3664.0,train
D03666,P03666,3665.0,train
D03667,P03667,3666.0,train
D03668,P03668,3667.0,train
D03669,P03669,3668.0,train
D03670,P03670,3669.0,train
D03671,P03671,3670.0,train
D03672,P03672,3671.0,train
D03673,P03673,3672.0,train
D03674,P03674,3673.0,train
D03675,P03675,3674.0,train
D03676,P03676,3675.0,train
D03677,P03677,3676.0,train
D03678,P03678,3677.0,train
D03679,P03679,3678.0,train
D03680,P03680,3679.0,train
D03681,P03681,3680.0,train
D03682,P03682,3681.0,train
D03683,P03683,3682.0,train
D03684,P03684,3683.0,train
D03685,P03685,3684.0,train
D03686,P03686,3685.0,train
D03687,P03687,3686.0,train
D03688,P03688,3687.0,train
D03689,P03689,3688.0,train
D03690,P03690,3689.0,train
D03691,P03691,3690.0,train
D03692,P03692,3691.0,train
D03693,P03693,3692.0,train
D03694,P03694,3693.0,train
D03695,P03695,3694.0,train
D03696,P03696,3695.0,train
D03697,P03697,3696.0,train
D03698,P03698,3697.0,train
D03699,P03699,3698.0,train
D03700,P03700,3699.0,train
D03701,P03701,3700.0,train
D03702,P03702,3701.0,train
D03703,P03703,3702.0,train
D03704,P03704,3703.0,train
D03705,P03705,3704.0,train
D03706,P03706,3705.0,train
D03707,P03707,3706.0,train
D03708,P03708,3707.0,train
D03709,P03709,3708.0,train
D03710,P03710,3709.0,train
D03711,P03711,3710.0,train
D03712,P03712,3711.0,train
D03713,P03713,3712.0,train
D03714,P03714,3713.0,train
D03715,P03715,3714.0,train
D03716,P03716,3715.0,train
D03717,P03717,3716.0,train
D03718,P03718,3717.0,train
D03719,P03719,3718.0,train
D03720,P03720,3719.0,train
D03721,P03721,3720.0,train
D03722,P03722,3721.0,train
D03723,P03723,3722.0,train
D03724,P03724,3723.0,train
D03725,P03725,3724.0,train
D03726,P03726,3725.0,train
D03727,P03727,3726.0,train
D03728,P03728,3727.0,train
D03729,P03729,3728.0,train
D03730,P03730,3729.0,train
D03731,P03731,3730.0,train
D03732,P03732,3731.0,train
D03733,P03733,3732.0,train
D03734,P03734,3733.0,train
D03735,P03735,3734.0,train
D03736,P03736,3735.0,train
D03737,P03737,3736.0,train
D03738,P03738,3737.0,train
D03739,P03739,3738.0,train
D03740,P03740,3739.0,train
D03741,P03741,3740.0,train
D03742,P03742,3741.0,train
D03743,P03743,3742.0,train
D03744,P03744,3743.0,train
D03745,P03745,3744.0,train
D03746,P03746,3745.0,train
D03747,P03747,3746.0,train
D03748,P03748,3747.0,train
D03749,P03749,3748.0,train
D03750,P03750,3749.0,train
D03751,P03751,3750.0,train
D03752,P03752,3751.0,train
D03753,P03753,3752.0,train
D03754,P03754,3753.0,train
D03755,P03755,3754.0,train
D03756,P03756,3755.0,train
D03757,P03757,3756.0,train
D03758,P03758,3757.0,train
D03759,P03759,3758.0,train
D03760,P03760,3759.0,train
D03761,P03761,3760.0,train
D03762,P03762,3761.0,train
D03763,P03763,3762.0,train
D03764,P03764,3763.0,train
D03765,P03765,3764.0,train
D03766,P03766,3765.0,train
D03767,P03767,3766.0,train
D03768,P03768,3767.0,train
D03769,P03769,3768.0,train
D03770,P03770,3769.0,train
D03771,P03771,3770.0,train
D03772,P03772,3771.0,train
D03773,P03773,3772.0,train
D03774,P03774,3773.0,train
D03775,P03775,3774.0,train
D03776,P03776,3775.0,train
D03777,P03777,3776.0,train
D03778,P03778,3777.0,train
D03779,P03779,3778.0,train
D03780,P03780,3779.0,train
D03781,P03781,3780.0,train
D03782,P03782,3781.0,train
D03783,P03783,3782.0,train
D03784,P03784,3783.0,train
D03785,P03785,3784.0,train
D03786,P03786,3785.0,train
D03787,P03787,3786.0,train
D03788,P03788,3787.0,train
D03789,P03789,3788.0,train
D03790,P03790,3789.0,train
D03791,P03791,3790.0,train
D03792,P03792,3791.0,train
D03793,P03793,3792.0,train
D03794,P03794,3793.0,train
D03795,P03795,3794.0,train
D03796,P03796,3795.0,train
D03797,P03797,3796.0,train
D03798,P03798,3797.0,train
D03799,P03799,3798.0,train
D03800,P03800,3799.0,train
D03801,P03801,3800.0,train
D03802,P03802,3801.0,train
D03803,P03803,3802.0,train
D03804,P03804,3803.0,train
D03805,P03805,3804.0,train
D03806,P03806,3805.0,train
D03807,P03807,3806.0,train
D03808,P03808,3807.0,train
D03809,P03809,3808.0,train
D03810,P03810,3809.0,train
D03811,P03811,3810.0,train
D03812,P03812,3811.0,train
D03813,P03813,3812.0,train
D03814,P03814,3813.0,train
D03815,P03815,3814.0,train
D03816,P03816,3815.0,train
D03817,P03817,3816.0,train
D03818,P03818,3817.0,train
D03819,P03819,3818.0,train
D03820,P03820,3819.0,train
D03821,P03821,3820.0,train
D03822,P03822,3821.0,train
D03823,P03823,3822.0,train
D03824,P03824,3823.0,train
D03825,P03825,3824.0,train
D03826,P03826,3825.0,train
D03827,P03827,3826.0,train
D03828,P03828,3827.0,train
D03829,P03829,3828.0,train
D03830,P03830,3829.0,train
D03831,P03831,3830.0,train
D03832,P03832,3831.0,train
D03833,P03833,3832.0,train
D03834,P03834,3833.0,train
D03835,P03835,3834.0,train
D03836,P03836,3835.0,train
D03837,P03837,3836.0,train
D03838,P03838,3837.0,train
D03839,P03839,3838.0,train
D03840,P03840,3839.0,train
D03841,P03841,3840.0,train
D03842,P03842,3841.0,train
D03843,P03843,3842.0,train
D03844,P03844,3843.0,train
D03845,P03845,3844.0,train
D03846,P03846,3845.0,train
D03847,P03847,3846.0,train
D03848,P03848,3847.0,train
D03849,P03849,3848.0,train
D03850,P03850,3849.0,train
D03851,P03851,3850.0,train
D03852,P03852,3851.0,train
D03853,P03853,3852.0,train
D03854,P03854,3853.0,train
D03855,P03855,3854.0,train
D03856,P03856,3855.0,train
D03857,P03857,3856.0,train
D03858,P03858,3857.0,train
D03859,P03859,3858.0,train
D03860,P03860,3859.0,train
D03861,P03861,3860.0,train
D03862,P03862,3861.0,train
D03863,P03863,3862.0,train
D03864,P03864,3863.0,train
D03865,P03865,3864.0,train
D03866,P03866,3865.0,train
D03867,P03867,3866.0,train
D03868,P03868,3867.0,train
D03869,P03869,3868.0,train
D03870,P03870,3869.0,train
D03871,P03871,3870.0,train
D03872,P03872,3871.0,train
D03873,P03873,3872.0,train
D03874,P03874,3873.0,train
D03875,P03875,3874.0,train
D03876,P03876,3875.0,train
D03877,P03877,3876.0,train
D03878,P03878,3877.0,train
D03879,P03879,3878.0,train
D03880,P03880,3879.0,train
D03881,P03881,3880.0,train
D03882,P03882,3881.0,train
D03883,P03883,3882.0,train
D03884,P03884,3883.0,train
D03885,P03885,3884.0,train
D03886,P03886,3885.0,train
D03887,P03887,3886.0,train
D03888,P03888,3887.0,train
D03889,P03889,3888.0,train
D03890,P03890,3889.0,train
D03891,P03891,3890.0,train
D03892,P03892,3891.0,train
D03893,P03893,3892.0,train
D03894,P03894,3893.0,train
D03895,P03895,3894.0,train
D03896,P03896,3895.0,train
D03897,P03897,3896.0,train
D03898,P03898,3897.0,train
D03899,P03899,3898.0,train
D03900,P03900,3899.0,train
D03901,P03901,3900.0,train
D03902,P03902,3901.0,train
D03903,P03903,3902.0,train
D03904,P03904,3903.0,train
D03905,P03905,3904.0,train
D03906,P03906,3905.0,train
D03907,P03907,3906.0,train
D03908,P03908,3907.0,train
D03909,P03909,3908.0,train
D03910,P03910,3909.0,train
D03911,P03911,3910.0,train
D03912,P03912,3911.0,train
D03913,P03913,3912.0,train
D03914,P03914,3913.0,train
D03915,P03915,3914.0,train
D03916,P03916,3915.0,train
D03917,P03917,3916.0,train
D03918,P03918,3917.0,train
D03919,P03919,3918.0,train
D03920,P03920,3919.0,train
D03921,P03921,3920.0,train
D03922,P03922,3921.0,train
D03923,P03923,3922.0,train
D03924,P03924,3923.0,train
D03925,P03925,3924.0,train
D03926,P03926,3925.0,train
D03927,P03927,3926.0,train
D03928,P03928,3927.0,train
D03929,P03929,3928.0,train
D03930,P03930,3929.0,train
D03931,P03931,3930.0,train
D03932,P03932,3931.0,train
D03933,P03933,3932.0,train
D03934,P03934,3933.0,train
D03935,P03935,3934.0,train
D03936,P03936,3935.0,train
D03937,P03937,3936.0,train
D03938,P03938,3937.0,train
D03939,P03939,3938.0,train
D03940,P03940,3939.0,train
D03941,P03941,3940.0,train
D03942,P03942,3941.0,train
D03943,P03943,3942.0,train
D03944,P03944,3943.0,train
D03945,P03945,3944.0,train
D03946,P03946,3945.0,train
D03947,P03947,3946.0,train
D03948,P03948,3947.0,train
D03949,P03949,3948.0,train
D03950,P03950,3949.0,train
D03951,P03951,3950.0,train
D03952,P03952,3951.0,train
D03953,P03953,3952.0,train
D03954,P03954,3953.0,train
D03955,P03955,3954.0,train
D03956,P03956,3955.0,train
D03957,P03957,3956.0,train
D03958,P03958,3957.0,train
D03959,P03959,3958.0,train
D03960,P03960,3959.0,train
D03961,P03961,3960.0,train
D03962,P03962,3961.0,train
D03963,P03963,3962.0,train
D03964,P03964,3963.0,train
D03965,P03965,3964.0,train
D03966,P03966,3965.0,train
D03967,P03967,3966.0,train
D03968,P03968,3967.0,train
D03969,P03969,3968.0,train
D03970,P03970,3969.0,train
D03971,P03971,3970.0,train
D03972,P03972,3971.0,train
D03973,P03973,3972.0,train
D03974,P03974,3973.0,train
D03975,P03975,3974.0,train
D03976,P03976,3975.0,train
D03977,P03977,3976.0,train
D03978,P03978,3977.0,train
D03979,P03979,3978.0,train
D03980,P03980,3979.0,train
D03981,P03981,3980.0,train
D03982,P03982,3981.0,train
D03983,P03983,3982.0,train
D03984,P03984,3983.0,train
D03985,P03985,3984.0,train
D03986,P03986,3985.0,train
D03987,P03987,3986.0,train
D03988,P03988,3987.0,train
D03989,P03989,3988.0,train
D03990,P03990,3989.0,train
D03991,P03991,3990.0,train
D03992,P03992,3991.0,train
D03993,P03993,3992.0,train
D03994,P03994,3993.0,train
D03995,P03995,3994.0,train
D03996,P03996,3995.0,train
D03997,P03997,3996.0,train
D03998,P03998,3997.0,train
D03999,P03999,3998.0,train
D04000,P04000,3999.0,train
D04001,P04001,4000.0,train
D04002,P04002,4001.0,train
D04003,P04003,4002.0,train
D04004,P04004,4003.0,train
D04005,P04005,4004.0,train
D04006,P04006,4005.0,train
D04007,P04007,4006.0,train
D04008,P04008,4007.0,train
D04009,P04009,4008.0,train
D04010,P04010,4009.0,train
D04011,P04011,4010.0,train
D04012,P04012,4011.0,train
D04013,P04013,4012.0,train
D04014,P04014,4013.0,train
D04015,P04015,4014.0,train
D04016,P04016,4015.0,train
D04017,P04017,4016.0,train
D04018,P04018,4017.0,train
D04019,P04019,4018.0,train
D04020,P04020,4019.0,train
D04021,P04021,4020.0,train
D04022,P04022,4021.0,train
D04023,P04023,4022.0,train
D04024,P04024,4023.0,train
D04025,P04025,4024.0,train
D04026,P04026,4025.0,train
D04027,P04027,4026.0,train
D04028,P04028,4027.0,train
D04029,P04029,4028.0,train
D04030,P04030,4029.0,train
D04031,P04031,4030.0,train
D04032,P04032,4031.0,train
D04033,P04033,4032.0,train
D04034,P04034,4033.0,train
D04035,P04035,4034.0,train
D04036,P04036,4035.0,train
D04037,P04037,4036.0,train
D04038,P04038,4037.0,train
D04039,P04039,4038.0,train
D04040,P04040,4039.0,train
D04041,P04041,4040.0,train
D04042,P04042,4041.0,train
D04043,P04043,4042.0,train
D04044,P04044,4043.0,train
D04045,P04045,4044.0,train
D04046,P04046,4045.0,train
D04047,P04047,4046.0,train
D04048,P04048,4047.0,train
D04049,P04049,4048.0,train
D04050,P04050,4049.0,train
D04051,P04051,4050.0,train
D04052,P04052,4051.0,train
D04053,P04053,4052.0,train
D04054,P04054,4053.0,train
D04055,P04055,4054.0,train
D04056,P04056,4055.0,train
D04057,P04057,4056.0,train
D04058,P04058,4057.0,train
D04059,P04059,4058.0,train
D04060,P04060,4059.0,train
D04061,P04061,4060.0,train
D04062,P04062,4061.0,train
D04063,P04063,4062.0,train
D04064,P04064,4063.0,train
D04065,P04065,4064.0,train
D04066,P04066,4065.0,train
D04067,P04067,4066.0,train
D04068,P04068,4067.0,train
D04069,P04069,4068.0,train
D04070,P04070,4069.0,train
D04071,P04071,4070.0,train
D04072,P04072,4071.0,train
D04073,P04073,4072.0,train
D04074,P04074,4073.0,train
D04075,P04075,4074.0,train
D04076,P04076,4075.0,train
D04077,P04077,4076.0,train
D04078,P04078,4077.0,train
D04079,P04079,4078.0,train
D04080,P04080,4079.0,train
D04081,P04081,4080.0,train
D04082,P04082,4081.0,train
D04083,P04083,4082.0,train
D04084,P04084,4083.0,train
D04085,P04085,4084.0,train
D04086,P04086,4085.0,train
D04087,P04087,4086.0,train
D04088,P04088,4087.0,train
D04089,P04089,4088.0,train
D04090,P04090,4089.0,train
D04091,P04091,4090.0,train
D04092,P04092,4091.0,train
D04093,P04093,4092.0,train
D04094,P04094,4093.0,train
D04095,P04095,4094.0,train
D04096,P04096,4095.0,train
D04097,P04097,4096.0,train
D04098,P04098,4097.0,train
D04099,P04099,4098.0,train
D04100,P04100,4099.0,train
D04101,P04101,4100.0,train
D04102,P04102,4101.0,train
D04103,P04103,4102.0,train
D04104,P04104,4103.0,train
D04105,P04105,4104.0,train
D04106,P04106,4105.0,train
D04107,P04107,4106.0,train
D04108,P04108,4107.0,train
D04109,P04109,4108.0,train
D04110,P04110,4109.0,train
D04111,P04111,4110.0,train
D04112,P04112,4111.0,train
D04113,P04113,4112.0,train
D04114,P04114,4113.0,train
D04115,P04115,4114.0,train
D04116,P04116,4115.0,train
D04117,P04117,4116.0,train
D04118,P04118,4117.0,train
D04119,P04119,4118.0,train
D04120,P04120,4119.0,train
D04121,P04121,4120.0,train
D04122,P04122,4121.0,train
D04123,P04123,4122.0,train
D04124,P04124,4123.0,train
D04125,P04125,4124.0,train
D04126,P04126,4125.0,train
D04127,P04127,4126.0,train
D04128,P04128,4127.0,train
D04129,P04129,4128.0,train
D04130,P04130,4129.0,train
D04131,P04131,4130.0,train
D04132,P04132,4131.0,train
D04133,P04133,4132.0,train
D04134,P04134,4133.0,train
D04135,P04135,4134.0,train
D04136,P04136,4135.0,train
D04137,P04137,4136.0,train
D04138,P04138,4137.0,train
D04139,P04139,4138.0,train
D04140,P04140,4139.0,train
D04141,P04141,4140.0,train
D04142,P04142,4141.0,train
D04143,P04143,4142.0,train
D04144,P04144,4143.0,train
D04145,P04145,4144.0,train
D04146,P04146,4145.0,train
D04147,P04147,4146.0,train
D04148,P04148,4147.0,train
D04149,P04149,4148.0,train
D04150,P04150,4149.0,train
D04151,P04151,4150.0,train
D04152,P04152,4151.0,train
D04153,P04153,4152.0,train
D04154,P04154,4153.0,train
D04155,P04155,4154.0,train
D04156,P04156,4155.0,train
D04157,P04157,4156.0,train
D04158,P04158,4157.0,train
D04159,P04159,4158.0,train
D04160,P04160,4159.0,train
D04161,P04161,4160.0,train
D04162,P04162,4161.0,train
D04163,P04163,4162.0,train
D04164,P04164,4163.0,train
D04165,P04165,4164.0,train
D04166,P04166,4165.0,train
D04167,P04167,4166.0,train
D04168,P04168,4167.0,train
D04169,P04169,4168.0,train
D04170,P04170,4169.0,train
D04171,P04171,4170.0,train
D04172,P04172,4171.0,train
D04173,P04173,4172.0,train
D04174,P04174,4173.0,train
D04175,P04175,4174.0,train
D04176,P04176,4175.0,train
D04177,P04177,4176.0,train
D04178,P04178,4177.0,train
D04179,P04179,4178.0,train
D04180,P04180,4179.0,train
D04181,P04181,4180.0,train
D04182,P04182,4181.0,train
D04183,P04183,4182.0,train
D04184,P04184,4183.0,train
D04185,P04185,4184.0,train
D04186,P04186,4185.0,train
D04187,P04187,4186.0,train
D04188,P04188,4187.0,train
D04189,P04189,4188.0,train
D04190,P04190,4189.0,train
D04191,P04191,4190.0,train
D04192,P04192,4191.0,train
D04193,P04193,4192.0,train
D04194,P04194,4193.0,train
D04195,P04195,4194.0,train
D04196,P04196,4195.0,train
D04197,P04197,4196.0,train
D04198,P04198,4197.0,train
D04199,P04199,4198.0,train
D04200,P04200,4199.0,train
D04201,P04201,4200.0,train
D04202,P04202,4201.0,train
D04203,P04203,4202.0,train
D04204,P04204,4203.0,train
D04205,P04205,4204.0,train
D04206,P04206,4205.0,train
D04207,P04207,4206.0,train
D04208,P04208,4207.0,train
D04209,P04209,4208.0,train
D04210,P04210,4209.0,train
D04211,P04211,4210.0,train
D04212,P04212,4211.0,train
D04213,P04213,4212.0,train
D04214,P04214,4213.0,train
D04215,P04215,4214.0,train
D04216,P04216,4215.0,train
D04217,P04217,4216.0,train
D04218,P04218,4217.0,train
D04219,P04219,4218.0,train
D04220,P04220,4219.0,train
D04221,P04221,4220.0,train
D04222,P04222,4221.0,train
D04223,P04223,4222.0,train
D04224,P04224,4223.0,train
D04225,P04225,4224.0,train
D04226,P04226,4225.0,train
D04227,P04227,4226.0,train
D04228,P04228,4227.0,train
D04229,P04229,4228.0,train
D04230,P04230,4229.0,train
D04231,P04231,4230.0,train
D04232,P04232,4231.0,train
D04233,P04233,4232.0,train
D04234,P04234,4233.0,train
D04235,P04235,4234.0,train
D04236,P04236,4235.0,train
D04237,P04237,4236.0,train
D04238,P04238,4237.0,train
D04239,P04239,4238.0,train
D04240,P04240,4239.0,train
D04241,P04241,4240.0,train
D04242,P04242,4241.0,train
D04243,P04243,4242.0,train
D04244,P04244,4243.0,train
D04245,P04245,4244.0,train
D04246,P04246,4245.0,train
D04247,P04247,4246.0,train
D04248,P04248,4247.0,train
D04249,P04249,4248.0,train
D04250,P04250,4249.0,train
D04251,P04251,4250.0,train
D04252,P04252,4251.0,train
D04253,P04253,4252.0,train
D04254,P04254,4253.0,train
D04255,P04255,4254.0,train
D04256,P04256,4255.0,train
D04257,P04257,4256.0,train
D04258,P04258,4257.0,train
D04259,P04259,4258.0,train
D04260,P04260,4259.0,train
D04261,P04261,4260.0,train
D04262,P04262,4261.0,train
D04263,P04263,4262.0,train
D04264,P04264,4263.0,train
D04265,P04265,4264.0,train
D04266,P04266,4265.0,train
D04267,P04267,4266.0,train
D04268,P04268,4267.0,train
D04269,P04269,4268.0,train
D04270,P04270,4269.0,train
D04271,P04271,4270.0,train
D04272,P04272,4271.0,train
D04273,P04273,4272.0,train
D04274,P04274,4273.0,train
D04275,P04275,4274.0,train
D04276,P04276,4275.0,train
D04277,P04277,4276.0,train
D04278,P04278,4277.0,train
D04279,P04279,4278.0,train
D04280,P04280,4279.0,train
D04281,P04281,4280.0,train
D04282,P04282,4281.0,train
D04283,P04283,4282.0,train
D04284,P04284,4283.0,train
D04285,P04285,4284.0,train
D04286,P04286,4285.0,train
D04287,P04287,4286.0,train
D04288,P04288,4287.0,train
D04289,P04289,4288.0,train
D04290,P04290,4289.0,train
D04291,P04291,4290.0,train
D04292,P04292,4291.0,train
D04293,P04293,4292.0,train
D04294,P04294,4293.0,train
D04295,P04295,4294.0,train
D04296,P04296,4295.0,train
D04297,P04297,4296.0,train
D04298,P04298,4297.0,train
D04299,P04299,4298.0,train
D04300,P04300,4299.0,train
D04301,P04301,4300.0,train
D04302,P04302,4301.0,train
D04303,P04303,4302.0,train
D04304,P04304,4303.0,train
D04305,P04305,4304.0,train
D04306,P04306,4305.0,train
D04307,P04307,4306.0,train
D04308,P04308,4307.0,train
D04309,P04309,4308.0,train
D04310,P04310,4309.0,train
D04311,P04311,4310.0,train
D04312,P04312,4311.0,train
D04313,P04313,4312.0,train
D04314,P04314,4313.0,train
D04315,P04315,4314.0,train
D04316,P04316,4315.0,train
D04317,P04317,4316.0,train
D04318,P04318,4317.0,train
D04319,P04319,4318.0,train
D04320,P04320,4319.0,train
D04321,P04321,4320.0,train
D04322,P04322,4321.0,train
D04323,P04323,4322.0,train
D04324,P04324,4323.0,train
D04325,P04325,4324.0,train
D04326,P04326,4325.0,train
D04327,P04327,4326.0,train
D04328,P04328,4327.0,train
D04329,P04329,4328.0,train
D04330,P04330,4329.0,train
D04331,P04331,4330.0,train
D04332,P04332,4331.0,train
D04333,P04333,4332.0,train
D04334,P04334,4333.0,train
D04335,P04335,4334.0,train
D04336,P04336,4335.0,train
D04337,P04337,4336.0,train
D04338,P04338,4337.0,train
D04339,P04339,4338.0,train
D04340,P04340,4339.0,train
D04341,P04341,4340.0,train
D04342,P04342,4341.0,train
D04343,P04343,4342.0,train
D04344,P04344,4343.0,train
D04345,P04345,4344.0,train
D04346,P04346,4345.0,train
D04347,P04347,4346.0,train
D04348,P04348,4347.0,train
D04349,P04349,4348.0,train
D04350,P04350,4349.0,train
D04351,P04351,4350.0,train
D04352,P04352,4351.0,train
D04353,P04353,4352.0,train
D04354,P04354,4353.0,train
D04355,P04355,4354.0,train
D04356,P04356,4355.0,train
D04357,P04357,4356.0,train
D04358,P04358,4357.0,train
D04359,P04359,4358.0,train
D04360,P04360,4359.0,train
D04361,P04361,4360.0,train
D04362,P04362,4361.0,train
D04363,P04363,4362.0,train
D04364,P04364,4363.0,train
D04365,P04365,4364.0,train
D04366,P04366,4365.0,train
D04367,P04367,4366.0,train
D04368,P04368,4367.0,train
D04369,P04369,4368.0,train
D04370,P04370,4369.0,train
D04371,P04371,4370.0,train
D04372,P04372,4371.0,train
D04373,P04373,4372.0,train
D04374,P04374,4373.0,train
D04375,P04375,4374.0,train
D04376,P04376,4375.0,train
D04377,P04377,4376.0,train
D04378,P04378,4377.0,train
D04379,P04379,4378.0,train
D04380,P04380,4379.0,train
D04381,P04381,4380.0,train
D04382,P04382,4381.0,train
D04383,P04383,4382.0,train
D04384,P04384,4383.0,train
D04385,P04385,4384.0,train
D04386,P04386,4385.0,train
D04387,P04387,4386.0,train
D04388,P04388,4387.0,train
D04389,P04389,4388.0,train
D04390,P04390,4389.0,train
D04391,P04391,4390.0,train
D04392,P04392,4391.0,train
D04393,P04393,4392.0,train
D04394,P04394,4393.0,train
D04395,P04395,4394.0,train
D04396,P04396,4395.0,train
D04397,P04397,4396.0,train
D04398,P04398,4397.0,train
D04399,P04399,4398.0,train
D04400,P04400,4399.0,train
D04401,P04401,4400.0,train
D04402,P04402,4401.0,train
D04403,P04403,4402.0,train
D04404,P04404,4403.0,train
D04405,P04405,4404.0,train
D04406,P04406,4405.0,train
D04407,P04407,4406.0,train
D04408,P04408,4407.0,train
D04409,P04409,4408.0,train
