protein_id,sequence
P01285,hsa:112
P01286,hsa:23436
P01287,hsa:63904
P01288,hsa:7083
P01289,hsa:5550
P01290,hsa:7075
P01291,hsa:2822
P01292,hsa:22954
P01293,hsa:130399
P01294,hsa:686
P01295,hsa:7297
P01296,hsa:1551
P01297,hsa:3945
P01298,hsa:5597
P01299,hsa:8940
P01300,hsa:260293
P01301,hsa:270
P01302,hsa:2582
P01303,hsa:217
P01304,hsa:18
P01305,hsa:5645
P01306,hsa:1571
P01307,hsa:3141
P01308,hsa:1559
P01309,hsa:5145
P01310,hsa:1572
P01311,hsa:1723
P01312,hsa:5742
P01313,hsa:761
P01314,hsa:5138
P01315,hsa:53
P01316,hsa:558
P01317,hsa:1021
P01318,hsa:1571
P01319,hsa:1586
P01320,hsa:1543
P01321,hsa:2066
P01322,hsa:5149
P01323,hsa:2263
P01324,hsa:5743
P01325,hsa:780
P01326,hsa:5138
P01327,hsa:50
P01328,hsa:199974
P01329,hsa:349565
P01330,hsa:5137
P01331,hsa:151531
P01332,hsa:5742
P01333,hsa:5596
P01334,hsa:306
P01335,hsa:4282
P01336,hsa:3643
P01337,hsa:128853
P01338,hsa:2066
P01339,hsa:4145
P01340,hsa:8654
P01341,hsa:645
P01342,hsa:759
P01343,hsa:224
P01344,hsa:1559
P01345,hsa:5532
P01346,hsa:23239
P01347,hsa:51727
P01348,hsa:1581
P01349,hsa:5604
P01350,hsa:7156
P01351,hsa:55811
P01352,hsa:5523
P01353,hsa:5496
P01354,hsa:1594
P01355,hsa:1633
P01356,hsa:1588
P01357,hsa:657
P01358,hsa:5168
P01359,hsa:5158
P01360,hsa:270
P01361,hsa:1445
P01362,hsa:4190
P01363,hsa:2050
P01364,hsa:3815
P01365,hsa:8654
P01366,hsa:23475
P01367,hsa:6714
P01368,hsa:313
P01369,hsa:9945
P01370,hsa:2232
P01371,hsa:8972
P01372,hsa:759
P01373,hsa:1850
P01374,hsa:7054
P01375,hsa:5604
P01376,hsa:1594
P01377,hsa:1890
P01378,hsa:4919
P01379,hsa:8836
P01380,hsa:5151
P01381,hsa:2241
P01382,hsa:285220
P01383,hsa:11238
P01384,hsa:5151
P01385,hsa:5530
P01386,hsa:5651
P01387,hsa:2260
P01388,hsa:1593
P01389,hsa:1852
P01390,hsa:3615
P01391,hsa:5049
P01392,hsa:1548
P01393,hsa:1555
P01394,hsa:5601
P01395,hsa:57176
P01396,hsa:5340
P01397,hsa:29941
P01398,hsa:5743
P01399,hsa:4881
P01400,hsa:1553
P01401,hsa:22978
P01402,hsa:5144
P01403,hsa:4145
P01404,hsa:9023
P01405,hsa:23097
P01406,hsa:5137
P01407,hsa:128853
P01408,hsa:513
P01409,hsa:5834
P01410,hsa:43
P01411,hsa:5605
P01412,hsa:27115
P01413,hsa:133121
P01414,hsa:5743
P01415,hsa:30833
P01416,hsa:5045
P01417,hsa:353
P01418,hsa:4233
P01419,hsa:1594
P01420,hsa:43
P01421,hsa:1852
P01422,hsa:1557
P01423,hsa:7365
P01424,hsa:1588
P01425,hsa:51
P01426,hsa:260293
P01427,hsa:3376
P01428,hsa:51727
P01429,hsa:132
P01430,hsa:513
P01431,hsa:1589
P01432,hsa:64816
P01433,hsa:27032
P01434,hsa:3791
P01435,hsa:93
P01436,hsa:306
P01437,hsa:1374
P01438,hsa:4129
P01439,hsa:84695
P01440,hsa:30
P01441,hsa:34
P01442,hsa:116447
P01443,hsa:132160
P01444,hsa:5743
P01445,hsa:10935
P01446,hsa:2595
P01447,hsa:10901
P01448,hsa:7084
P01449,hsa:5146
P01450,hsa:4129
P01451,hsa:130399
P01452,hsa:3480
P01453,hsa:765
P01454,hsa:1557
P01455,hsa:2263
P01456,hsa:240
P01457,hsa:2261
P01458,hsa:5140
P01459,hsa:8940
P01460,hsa:63036
P01461,hsa:4025
P01462,hsa:10846
P01463,hsa:5470
P01464,hsa:2321
P01465,hsa:225689
P01466,hsa:760
P01467,hsa:28972
P01468,hsa:10935
P01469,hsa:2260
P01470,hsa:4025
P01471,hsa:5294
P01472,hsa:4916
P01473,hsa:5340
P01474,hsa:3818
P01475,hsa:1025
P01476,hsa:759
P01477,hsa:55811
P01478,hsa:1589
P01479,hsa:4552
P01480,hsa:5148
P01481,hsa:1844
P01482,hsa:2235
P01483,hsa:1845
P01484,hsa:4916
P01485,hsa:7298
P01486,hsa:4915
P01487,hsa:1374
P01488,hsa:1588
P01489,hsa:4329
P01490,hsa:6259
P01491,hsa:112
P01492,hsa:64816
P01493,hsa:5337
P01494,hsa:11238
P01495,hsa:5340
P01496,hsa:7153
P01497,hsa:2260
P01498,hsa:2241
P01499,hsa:3028
P01500,hsa:11343
P01501,hsa:55359
P01502,hsa:8622
P01503,hsa:5478
P01504,hsa:1595
P01505,hsa:771
P01506,hsa:5148
P01507,hsa:2673
P01508,hsa:761
P01509,hsa:133121
P01510,hsa:1553
P01511,hsa:5500
P01512,hsa:5594
P01513,hsa:3291
P01514,hsa:761
P01515,hsa:54659
P01516,hsa:3643
P01517,hsa:3906
P01518,hsa:760
P01519,hsa:63036
P01520,hsa:1565
P01521,hsa:2046
P01522,hsa:5603
P01523,hsa:657
P01524,hsa:5338
P01525,hsa:26279
P01526,hsa:5169
P01527,hsa:1849
P01528,hsa:1267
P01529,hsa:5515
P01530,hsa:5743
P01531,hsa:128
P01532,hsa:2066
P01533,hsa:10846
P01534,hsa:51172
P01535,hsa:54878
P01536,hsa:1735
P01537,hsa:1843
P01538,hsa:7156
P01539,hsa:5091
P01540,hsa:10295
P01541,hsa:5156
P01542,hsa:5150
P01543,hsa:4594
P01544,hsa:1557
P01545,hsa:8654
P01546,hsa:5742
P01547,hsa:6714
P01548,hsa:7298
P01549,hsa:3645
P01550,hsa:645
P01551,hsa:219
P01552,hsa:8622
P01553,hsa:84812
P01554,hsa:5147
P01555,hsa:3295
P01556,hsa:760
P01557,hsa:5158
P01558,hsa:1562
P01559,hsa:1565
P01560,hsa:5754
P01561,hsa:4907
P01562,hsa:1580
P01563,hsa:1020
P01564,hsa:590
P01565,hsa:5052
P01566,hsa:23632
P01567,hsa:4017
P01568,hsa:1565
P01569,hsa:51601
P01570,hsa:5742
P01571,hsa:29968
P01572,hsa:27034
P01573,hsa:1576
P01574,hsa:1573
P01575,hsa:7372
P01576,hsa:5494
P01577,hsa:23632
P01578,hsa:5598
P01579,hsa:51207
P01580,hsa:760
P01581,hsa:4017
P01582,hsa:10295
P01583,hsa:5146
P01584,hsa:762
P01585,hsa:4920
P01586,hsa:5137
P01587,hsa:5515
P01588,hsa:5152
P01589,hsa:85313
P01590,hsa:1555
P01591,hsa:1363
P01592,hsa:1734
P01593,hsa:7365
P01594,hsa:5742
P01595,hsa:133121
P01596,hsa:4058
P01597,hsa:4025
P01598,hsa:3033
P01599,hsa:51172
P01600,hsa:1581
P01601,hsa:1595
P01602,hsa:762
P01603,hsa:686
P01604,hsa:5537
P01605,hsa:8399
P01606,hsa:285220
P01607,hsa:8399
P01608,hsa:3480
P01609,hsa:613
P01610,hsa:1559
P01611,hsa:128
P01612,hsa:43
P01613,hsa:6898
P01614,hsa:10846
P01615,hsa:125
P01616,hsa:6609
P01617,hsa:4914
P01618,hsa:242
P01619,hsa:11202
P01620,hsa:1579
P01621,hsa:1018
P01622,hsa:116447
P01623,hsa:1585
P01624,hsa:7301
P01625,hsa:55811
P01626,hsa:5138
P01627,hsa:1548
P01628,hsa:1572
P01629,hsa:5407
P01630,hsa:1549
P01631,hsa:50487
P01632,hsa:8288
P01633,hsa:5604
P01634,hsa:4233
P01635,hsa:27115
P01636,hsa:27115
P01637,hsa:2050
P01638,hsa:10461
P01639,hsa:4129
P01640,hsa:5743
P01641,hsa:4051
P01642,hsa:4128
P01643,hsa:64600
P01644,hsa:5495
P01645,hsa:3034
P01646,hsa:1585
P01647,hsa:4920
P01648,hsa:4058
P01649,hsa:590
P01650,hsa:5599
P01651,hsa:761
P01652,hsa:1577
P01653,hsa:1056
P01654,hsa:4128
P01655,hsa:6240
P01656,hsa:5148
P01657,hsa:5523
P01658,hsa:1565
P01659,hsa:2882
P01660,hsa:1719
P01661,hsa:7015
P01662,hsa:8654
P01663,hsa:4145
P01664,hsa:1548
P01665,hsa:9388
P01666,hsa:1557
P01667,hsa:10279
P01668,hsa:8622
P01669,hsa:80824
P01670,hsa:28
P01671,hsa:3295
P01672,hsa:1360
P01673,hsa:5747
P01674,hsa:1017
P01675,hsa:1633
P01676,hsa:1636
P01677,hsa:6716
P01678,hsa:3035
P01679,hsa:5598
P01680,hsa:260293
P01681,hsa:5145
P01682,hsa:5532
P01683,hsa:6898
P01684,hsa:50940
P01685,hsa:8654
P01686,hsa:80339
P01687,hsa:3702
P01688,hsa:1544
P01689,hsa:51207
P01690,hsa:1849
P01691,hsa:54490
P01692,hsa:1581
P01693,hsa:79799
P01694,hsa:3480
P01695,hsa:8398
P01696,hsa:1576
P01697,hsa:5408
P01698,hsa:34
P01699,hsa:57665
P01700,hsa:8654
P01701,hsa:113
P01702,hsa:5141
P01703,hsa:5979
P01704,hsa:4129
P01705,hsa:5742
P01706,hsa:1580
P01707,hsa:4190
P01708,hsa:285220
P01709,hsa:2356
P01710,hsa:5743
P01711,hsa:7150
P01712,hsa:4919
P01713,hsa:35
P01714,hsa:1581
P01715,hsa:1429
P01716,hsa:7155
P01717,hsa:5091
P01718,hsa:5167
P01719,hsa:2046
P01720,hsa:2322
P01721,hsa:3141
P01722,hsa:3816
P01723,hsa:129807
P01724,hsa:1549
P01725,hsa:1586
P01726,hsa:1562
P01727,hsa:7150
P01728,hsa:1588
P01729,hsa:5608
P01730,hsa:2051
P01731,hsa:658
P01732,hsa:5501
P01733,hsa:2677
P01734,hsa:1544
P01735,hsa:5608
P01736,hsa:1735
P01737,hsa:11221
P01738,hsa:6098
P01739,hsa:84152
P01740,hsa:1548
P01741,hsa:5606
P01742,hsa:4593
P01743,hsa:5331
P01744,hsa:5053
P01745,hsa:1555
P01746,hsa:5152
P01747,hsa:2936
P01748,hsa:29785
P01749,hsa:1847
P01750,hsa:1850
P01751,hsa:28972
P01752,hsa:2043
P01753,hsa:7054
P01754,hsa:5515
P01755,hsa:107
P01756,hsa:2224
P01757,hsa:1584
P01758,hsa:5742
P01759,hsa:54579
P01760,hsa:4916
P01761,hsa:5319
P01762,hsa:2673
P01763,hsa:5601
P01764,hsa:6897
P01765,hsa:10941
P01766,hsa:5147
P01767,hsa:5320
P01768,hsa:84171
P01769,hsa:51727
P01770,hsa:1571
P01771,hsa:5328
P01772,hsa:2049
P01773,hsa:53
P01774,hsa:1969
P01775,hsa:91
P01776,hsa:1557
P01777,hsa:353
P01778,hsa:5147
P01779,hsa:5145
P01780,hsa:1558
P01781,hsa:3002
P01782,hsa:4919
P01783,hsa:5530
P01784,hsa:766
P01785,hsa:5149
P01786,hsa:1579
P01787,hsa:5294
P01788,hsa:2356
P01789,hsa:4881
P01790,hsa:5137
P01791,hsa:5423
P01792,hsa:238
P01793,hsa:759
P01794,hsa:5144
P01795,hsa:8558
P01796,hsa:1551
P01797,hsa:1019
P01798,hsa:5150
P01799,hsa:114
P01800,hsa:2050
P01801,hsa:1537
P01802,hsa:1555
P01803,hsa:133121
P01804,hsa:1733
P01805,hsa:2241
P01806,hsa:10846
P01807,hsa:84812
P01808,hsa:5158
P01809,hsa:2597
P01810,hsa:5742
P01811,hsa:10269
P01812,hsa:5470
P01813,hsa:1645
P01814,hsa:1215
P01815,hsa:5538
P01816,hsa:10846
P01817,hsa:1573
P01818,hsa:5603
P01819,hsa:10461
P01820,hsa:7153
P01821,hsa:3055
P01822,hsa:1806
P01823,hsa:1583
P01824,hsa:5150
P01825,hsa:51
P01826,hsa:763
P01827,hsa:3991
P01828,hsa:30
P01829,hsa:54579
P01830,hsa:4191
P01831,hsa:5327
P01832,hsa:5742
P01833,hsa:93650
P01834,hsa:1594
P01835,hsa:5321
P01836,hsa:58190
P01837,hsa:5330
P01838,hsa:767
P01839,hsa:3791
P01840,hsa:5338
P01841,hsa:2806
P01842,hsa:79799
P01843,hsa:7173
P01844,hsa:1022
P01845,hsa:2638
P01846,hsa:590
P01847,hsa:4200
P01848,hsa:7366
P01849,hsa:7155
P01850,hsa:11238
P01851,hsa:53
P01852,hsa:2260
P01853,hsa:5095
P01854,hsa:1551
P01855,hsa:1384
P01856,hsa:5152
P01857,hsa:4233
P01858,hsa:5150
P01859,hsa:80339
P01860,hsa:4942
P01861,hsa:7155
P01862,hsa:5167
P01863,hsa:217
P01864,hsa:5143
P01865,hsa:5158
P01866,hsa:1363
P01867,hsa:27115
P01868,hsa:1548
P01869,hsa:2098
P01870,hsa:2746
P01871,hsa:695
P01872,hsa:5330
P01873,hsa:4329
P01874,hsa:766
P01875,hsa:93
P01876,hsa:4058
P01877,hsa:834
P01878,hsa:7075
P01879,hsa:29920
P01880,hsa:6259
P01881,hsa:64802
P01882,hsa:1588
P01883,hsa:5319
P01884,hsa:1645
P01885,hsa:3932
P01886,hsa:246
P01887,hsa:2876
P01888,hsa:1583
P01889,hsa:3067
P01890,hsa:1553
P01891,hsa:51302
P01892,hsa:5321
P01893,hsa:5836
P01894,hsa:196883
P01895,hsa:57665
P01896,hsa:1576
P01897,hsa:2261
P01898,hsa:4311
P01899,hsa:4067
P01900,hsa:2260
P01901,hsa:56922
P01902,hsa:7525
P01903,hsa:5330
P01904,hsa:242
P01905,hsa:8940
P01906,hsa:23236
P01907,hsa:53
P01908,hsa:54577
P01909,hsa:8654
P01910,hsa:1557
P01911,hsa:5515
P01912,hsa:1586
P01913,hsa:32
P01914,hsa:1312
P01915,hsa:3615
P01916,hsa:7075
P01917,hsa:219
P01918,hsa:5321
P01919,hsa:5530
P01920,hsa:5743
P01921,hsa:8513
P01922,hsa:513
P01923,hsa:9388
P01924,hsa:5138
P01925,hsa:54490
P01926,hsa:1558
P01927,hsa:2064
P01928,hsa:1582
P01929,hsa:11343
P01930,hsa:1636
P01931,hsa:4482
P01932,hsa:4919
P01933,hsa:7155
P01934,hsa:9420
P01935,hsa:91039
P01936,hsa:1586
P01937,hsa:1267
P01938,hsa:3815
P01939,hsa:5562
P01940,hsa:246
P01941,hsa:5327
P01942,hsa:759
P01943,hsa:55775
P01944,hsa:1562
P01945,hsa:5599
P01946,hsa:55359
P01947,hsa:18
P01948,hsa:4914
P01949,hsa:84152
P01950,hsa:56922
P01951,hsa:2065
P01952,hsa:5140
P01953,hsa:5604
P01954,hsa:1543
P01955,hsa:762
P01956,hsa:9023
P01957,hsa:3702
P01958,hsa:4914
P01959,hsa:54578
P01960,hsa:761
P01961,hsa:1579
P01962,hsa:1200
P01963,hsa:1585
P01964,hsa:50940
P01965,hsa:151531
P01966,hsa:1558
P01967,hsa:109
P01968,hsa:2049
P01969,hsa:94
P01970,hsa:242
P01971,hsa:3643
P01972,hsa:5156
P01973,hsa:115
P01974,hsa:7301
P01975,hsa:2161
P01976,hsa:30
P01977,hsa:5754
P01978,hsa:3815
P01979,hsa:5470
P01980,hsa:5168
P01981,hsa:2098
P01982,hsa:5444
P01983,hsa:5740
P01984,hsa:1025
P01985,hsa:51645
P01986,hsa:8622
P01987,hsa:2147
P01988,hsa:1544
P01989,hsa:657
P01990,hsa:199974
P01991,hsa:834
P01992,hsa:5743
P01993,hsa:3791
P01994,hsa:8654
P01995,hsa:1594
P01996,hsa:1558
P01997,hsa:2158
P01998,hsa:3156
P01999,hsa:6609
P02000,hsa:7155
P02001,hsa:2822
P02002,hsa:759
P02003,hsa:25
P02004,hsa:1267
P02005,hsa:1579
P02006,hsa:767
P02007,hsa:1147
P02008,hsa:10825
P02009,hsa:57016
P02010,hsa:5152
P02011,hsa:4914
P02012,hsa:55512
P02013,hsa:5150
P02014,hsa:1548
P02015,hsa:4914
P02016,hsa:5141
P02017,hsa:1572
P02018,hsa:4048
P02019,hsa:1847
P02020,hsa:284541
P02021,hsa:11202
P02022,hsa:4486
P02023,hsa:339221
P02024,hsa:771
P02025,hsa:27032
P02026,hsa:5144
P02027,hsa:5335
P02028,hsa:64816
P02029,hsa:6098
P02030,hsa:1580
P02031,hsa:2058
P02032,hsa:1580
P02033,hsa:270
P02034,hsa:4837
P02035,hsa:2673
P02036,hsa:7155
P02037,hsa:5144
P02038,hsa:5500
P02039,hsa:5138
P02040,hsa:762
P02041,hsa:4191
P02042,hsa:43
P02043,hsa:2046
P02044,hsa:51302
P02045,hsa:1544
P02046,hsa:1806
P02047,hsa:8622
P02048,hsa:768
P02049,hsa:7083
P02050,hsa:1571
P02051,hsa:1969
P02052,hsa:5651
P02053,hsa:54576
P02054,hsa:4233
P02055,hsa:84171
P02056,hsa:5422
P02057,hsa:29920
P02058,hsa:126
P02059,hsa:5167
P02060,hsa:4593
P02061,hsa:2326
P02062,hsa:43
P02063,hsa:23430
P02064,hsa:1544
P02065,hsa:765
P02066,hsa:64816
P02067,hsa:11266
P02068,hsa:2041
P02069,hsa:1800
P02070,hsa:54600
P02071,hsa:23035
P02072,hsa:199974
P02073,hsa:109
P02074,hsa:5742
P02075,hsa:5052
P02076,hsa:2548
P02077,hsa:242
P02078,hsa:5743
P02079,hsa:5156
P02080,hsa:55902
P02081,hsa:5475
P02082,hsa:326625
P02083,hsa:5516
P02084,hsa:766
P02085,hsa:217
P02086,hsa:54658
P02087,hsa:22843
P02088,hsa:4051
P02089,hsa:1806
P02090,hsa:247
P02091,hsa:4311
P02092,hsa:5141
P02093,hsa:5481
P02094,hsa:1562
P02095,hsa:260293
P02096,hsa:10747
P02097,hsa:22978
P02098,hsa:238
P02099,hsa:5600
P02100,hsa:354
P02101,hsa:5532
P02102,hsa:5142
P02103,hsa:2232
P02104,hsa:64816
P02105,hsa:218
P02106,hsa:2263
P02107,hsa:657
P02108,hsa:5152
P02109,hsa:6300
P02110,hsa:1551
P02111,hsa:3702
P02112,hsa:50940
P02113,hsa:51251
P02114,hsa:4129
P02115,hsa:1545
P02116,hsa:1991
P02117,hsa:5475
P02118,hsa:1636
P02119,hsa:3716
P02120,hsa:1033
P02121,hsa:4282
P02122,hsa:5516
P02123,hsa:224
P02124,hsa:4051
P02125,hsa:6768
P02126,hsa:2185
P02127,hsa:3816
P02128,hsa:8399
P02129,hsa:2280
P02130,hsa:10279
P02131,hsa:55512
P02132,hsa:7298
P02133,hsa:7365
P02134,hsa:2321
P02135,hsa:2746
P02136,hsa:2264
P02137,hsa:2950
P02138,hsa:1549
P02139,hsa:90
P02140,hsa:1559
P02141,hsa:4025
P02142,hsa:5530
P02143,hsa:51166
P02144,hsa:768
P02145,hsa:2046
P02146,hsa:4281
P02147,hsa:2806
P02148,hsa:27032
P02149,hsa:18
P02150,hsa:242
P02151,hsa:81579
P02152,hsa:1581
P02153,hsa:91039
P02154,hsa:199974
P02155,hsa:1610
P02156,hsa:1586
P02157,hsa:51302
P02158,hsa:1576
P02159,hsa:5499
P02160,hsa:1586
P02161,hsa:2161
P02162,hsa:2066
P02163,hsa:124
P02164,hsa:760
P02165,hsa:35
P02166,hsa:1636
P02167,hsa:3818
P02168,hsa:1562
P02169,hsa:22843
P02170,hsa:43
P02171,hsa:5338
P02172,hsa:3815
P02173,hsa:7010
P02174,hsa:759
P02175,hsa:5495
P02176,hsa:5149
P02177,hsa:3990
P02178,hsa:3643
P02179,hsa:3141
P02180,hsa:1267
P02181,hsa:4486
P02182,hsa:4128
P02183,hsa:3815
P02184,hsa:9420
P02185,hsa:5594
P02186,hsa:2043
P02187,hsa:686
P02188,hsa:1553
P02189,hsa:5328
P02190,hsa:1553
P02191,hsa:1551
P02192,hsa:4128
P02193,hsa:1621
P02194,hsa:4058
P02195,hsa:3991
P02196,hsa:4953
P02197,hsa:1588
P02198,hsa:10846
P02199,hsa:6240
P02200,hsa:22954
P02201,hsa:51601
P02202,hsa:5141
P02203,hsa:7378
P02204,hsa:5335
P02205,hsa:5294
P02206,hsa:1551
P02207,hsa:558
P02208,hsa:5138
P02209,hsa:1572
P02210,hsa:1577
P02211,hsa:5595
P02212,hsa:1990
P02213,hsa:2263
P02214,hsa:2766
P02215,hsa:5335
P02216,hsa:11202
P02217,hsa:1572
P02218,hsa:7372
P02219,hsa:1589
P02220,hsa:246
P02221,hsa:5140
P02222,hsa:5495
P02223,hsa:5834
P02224,hsa:1579
P02225,hsa:238
P02226,hsa:3055
P02227,hsa:1543
P02228,hsa:51601
P02229,hsa:4758
P02230,hsa:1200
P02231,hsa:2051
P02232,hsa:49
P02233,hsa:3612
P02234,hsa:7365
P02235,hsa:5095
P02236,hsa:2058
P02237,hsa:5740
P02238,hsa:1436
P02239,hsa:5122
P02240,hsa:51251
P02241,hsa:5148
P02242,hsa:240
P02243,hsa:5646
P02244,hsa:4482
P02245,hsa:260293
P02246,hsa:11330
P02247,hsa:3791
P02248,hsa:55
P02249,hsa:5743
P02250,hsa:1645
P02251,hsa:199974
P02252,hsa:25796
P02253,hsa:1565
P02254,hsa:5742
P02255,hsa:2261
P02256,hsa:5336
P02257,hsa:1636
P02258,hsa:5045
P02259,hsa:3816
P02260,hsa:238
P02261,hsa:10924
P02262,hsa:3035
P02263,hsa:2050
P02264,hsa:1581
P02265,hsa:1147
P02266,hsa:1558
P02267,hsa:4200
P02268,hsa:57176
P02269,hsa:1562
P02270,hsa:2677
P02271,hsa:5138
P02272,hsa:3480
P02273,hsa:240
P02274,hsa:51207
P02275,hsa:55775
P02276,hsa:1594
P02277,hsa:25796
P02278,hsa:5606
P02279,hsa:1558
P02280,hsa:2876
P02281,hsa:5740
P02282,hsa:1374
P02283,hsa:2048
P02284,hsa:23430
P02285,hsa:51302
P02286,hsa:142679
P02287,hsa:4129
P02288,hsa:50
P02289,hsa:11221
P02290,hsa:2638
P02291,hsa:2041
P02292,hsa:5144
P02293,hsa:38
P02294,hsa:5320
P02295,hsa:10858
P02296,hsa:1565
P02297,hsa:2042
P02298,hsa:5523
P02299,hsa:9023
P02300,hsa:196883
P02301,hsa:79001
P02302,hsa:5319
P02303,hsa:1565
P02304,hsa:8854
P02305,hsa:5332
P02306,hsa:2950
P02307,hsa:217
P02308,hsa:4594
P02309,hsa:5562
P02310,hsa:349565
P02311,hsa:1589
P02312,hsa:52
P02313,hsa:5533
P02314,hsa:683
P02315,hsa:5151
P02316,hsa:51004
P02317,hsa:8940
P02318,hsa:2180
P02319,hsa:1733
P02320,hsa:1586
P02321,hsa:5740
P02322,hsa:1803
P02323,hsa:1553
P02324,hsa:1020
P02325,hsa:1580
P02326,hsa:5625
P02327,hsa:1725
P02328,hsa:260293
P02329,hsa:2878
P02330,hsa:5050
P02331,hsa:5136
P02332,hsa:472
P02333,hsa:5603
P02334,hsa:7372
P02335,hsa:5136
P02336,hsa:6416
P02337,hsa:1545
P02338,hsa:43
P02339,hsa:11072
P02340,hsa:223
P02341,hsa:759
P02342,hsa:2263
P02343,hsa:1956
P02344,hsa:5152
P02345,hsa:18
P02346,hsa:7172
P02347,hsa:5742
P02348,hsa:5351
P02349,hsa:2936
P02350,hsa:115
P02351,hsa:5137
P02352,hsa:36
P02353,hsa:2046
P02354,hsa:7525
P02355,hsa:1551
P02356,hsa:1429
P02357,hsa:5045
P02358,hsa:1725
P02359,hsa:1559
P02360,hsa:7150
P02361,hsa:11221
P02362,hsa:150290
P02363,hsa:7155
P02364,hsa:116447
P02365,hsa:5743
P02366,hsa:3988
P02367,hsa:6609
P02368,hsa:5095
P02369,hsa:5742
P02370,hsa:1580
P02371,hsa:3702
P02372,hsa:3712
P02373,hsa:5743
P02374,hsa:5479
P02375,hsa:4353
P02376,hsa:5333
P02377,hsa:6259
P02378,hsa:5651
P02379,hsa:2158
P02380,hsa:4067
P02381,hsa:5140
P02382,hsa:2158
P02383,hsa:780
P02384,hsa:1017
P02385,hsa:51004
P02386,hsa:7174
P02387,hsa:5743
P02388,hsa:29785
P02389,hsa:5742
P02390,hsa:51645
P02391,hsa:766
P02392,hsa:5531
P02393,hsa:1559
P02394,hsa:4282
P02395,hsa:5496
P02396,hsa:64850
P02397,hsa:1576
P02398,hsa:2746
P02399,hsa:4145
P02400,hsa:765
P02401,hsa:38
P02402,hsa:1445
P02403,hsa:1589
P02404,hsa:51645
P02405,hsa:4920
P02406,hsa:2242
P02407,hsa:377677
P02408,hsa:5142
P02409,hsa:2264
P02410,hsa:760
P02411,hsa:5148
P02412,hsa:2639
P02413,hsa:7156
P02414,hsa:29785
P02415,hsa:1577
P02416,hsa:3735
P02417,hsa:762
P02418,hsa:1022
P02419,hsa:5602
P02420,hsa:834
P02421,hsa:51004
P02422,hsa:1848
P02423,hsa:5740
P02424,hsa:84695
P02425,hsa:43
P02426,hsa:111
P02427,hsa:1588
P02428,hsa:270
P02429,hsa:3791
P02430,hsa:131
P02431,hsa:2322
P02432,hsa:1991
P02433,hsa:7075
P02434,hsa:23436
P02435,hsa:5743
P02436,hsa:5338
P02437,hsa:4486
P02438,hsa:9150
P02439,hsa:5740
P02440,hsa:18
P02441,hsa:5333
P02442,hsa:7156
P02443,hsa:768
P02444,hsa:5608
P02445,hsa:765
P02446,hsa:3156
P02447,hsa:64499
P02448,hsa:10901
P02449,hsa:7150
P02450,hsa:7156
P02451,hsa:586
P02452,hsa:1844
P02453,hsa:1559
P02454,hsa:5159
P02455,hsa:5743
P02456,hsa:225689
P02457,hsa:5136
P02458,hsa:7301
P02459,hsa:54490
P02460,hsa:3906
P02461,hsa:1577
P02462,hsa:5322
P02463,hsa:64902
P02464,hsa:54579
P02465,hsa:1621
P02466,hsa:239
P02467,hsa:5742
P02468,hsa:3735
P02469,hsa:5148
P02470,hsa:354
P02471,hsa:2261
P02472,hsa:1374
P02473,hsa:5142
P02474,hsa:10
P02475,hsa:2147
P02476,hsa:4058
P02477,hsa:43
P02478,hsa:5406
P02479,hsa:1573
P02480,hsa:7535
P02481,hsa:260293
P02482,hsa:115
P02483,hsa:5149
P02484,hsa:2043
P02485,hsa:5406
P02486,hsa:13
P02487,hsa:5423
P02488,hsa:5144
P02489,hsa:1577
P02490,hsa:84618
P02491,hsa:2065
P02492,hsa:9955
P02493,hsa:7301
P02494,hsa:26279
P02495,hsa:5657
P02496,hsa:30833
P02497,hsa:2677
P02498,hsa:2595
P02499,hsa:1582
P02500,hsa:64902
P02501,hsa:5602
P02502,hsa:1594
P02503,hsa:2051
P02504,hsa:5330
P02505,hsa:5335
P02506,hsa:2185
P02507,hsa:2147
P02508,hsa:10327
P02509,hsa:51004
P02510,hsa:5598
P02511,hsa:1581
P02512,hsa:1584
P02513,hsa:4058
P02514,hsa:80339
P02515,hsa:4128
P02516,hsa:51365
P02517,hsa:1582
P02518,hsa:54878
P02519,hsa:8398
P02520,hsa:56922
P02521,hsa:1558
P02522,hsa:7156
P02523,hsa:5742
P02524,hsa:36
P02525,hsa:260293
P02526,hsa:1734
P02527,hsa:2261
P02528,hsa:10901
P02529,hsa:10924
P02530,hsa:10295
P02531,hsa:558
P02532,hsa:3480
P02533,hsa:7535
P02534,hsa:4311
P02535,hsa:240
P02536,hsa:64600
P02537,hsa:64850
P02538,hsa:23239
P02539,hsa:5743
P02540,hsa:51
P02541,hsa:558
P02542,hsa:2064
P02543,hsa:260293
P02544,hsa:2193
P02545,hsa:5743
P02546,hsa:5337
P02547,hsa:2064
P02548,hsa:3990
P02549,hsa:1572
P02550,hsa:53938
P02551,hsa:5148
P02552,hsa:495
P02553,hsa:4921
P02554,hsa:2548
P02555,hsa:4915
P02556,hsa:8558
P02557,hsa:2064
P02558,hsa:5051
P02559,hsa:761
P02560,hsa:79799
P02561,hsa:4593
P02562,hsa:2597
P02563,hsa:2322
P02564,hsa:109
P02565,hsa:5523
P02566,hsa:126
P02567,hsa:7301
P02568,hsa:218
P02569,hsa:377677
P02570,hsa:55902
P02571,hsa:5156
P02572,hsa:132
